大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,招生网址,专业网址,所属院系网址,专业类别
Michigan State University,MS,MASTER'S IN BUSINESS DATA SCIENCE & ANALYTICS,商学院,Broad College of Business,https://broad.msu.edu/masters/business-data-science-analytics/admissions/,https://broad.msu.edu/masters/business-data-science-analytics/,https://broad.msu.edu,
Michigan State University,MS,Master of Science  in Data Science,自然科学学院,College of Natural Science,https://msds.msu.edu/prospective-students.aspx,https://msds.msu.edu/,https://natsci.msu.edu,
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,Manning College of Information & Computer Sciences,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,https://www.cics.umass.edu/,
"University of Massachusetts, Amherst",MS,Master of Science in Computer Science（DATA SCIENCE ）,信息与计算机科学学院,Manning College of Information & Computer Sciences,https://www.cics.umass.edu/admissions/application-instructions,https://www.cics.umass.edu/degree-program/masters,https://www.cics.umass.edu,
University of Miami,MS, Master of Science in Data Science,文理学院,College of Arts and Sciences,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,https://as.miami.edu/,
University of Miami,MS, Master of Science in Data Science：Technical Data Science (College of Arts & Sciences and College of Engineering),文理学院,College of Arts and Sciences,https://msdatascience.as.miami.edu/resources/international-students/index.html,https://msdatascience.as.miami.edu/academics/academic-tracks/index.html,https://www.as.miami.edu/,
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,School of Computing and Information,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,https://www.sci.pitt.edu,
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,School of Computing and Information,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,https://www.sci.pitt.edu,
University of Pittsburgh,MS,Master of Science in Information Science,计算机和信息学院,School of Computing and Information,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/masters-degrees/information-science-ms,https://www.sci.pitt.edu,
University of Pittsburgh,PHD,Doctor of Philosophy in Information Science,计算机和信息学院,School of Computing and Information,https://www.sci.pitt.edu/admissions/graduate-admissions-faq,https://www.sci.pitt.edu/academics/doctoral-degrees/information-science-phd,https://www.sci.pitt.edu,
University of Pittsburgh,MS,Industrial Engineering：Data Science,工程学院,Swanson School of Engineering,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/,https://www.engineering.pitt.edu,
University of Pittsburgh,MS,Industrial Engineering：Data Science,工程学院,Swanson School of Engineering,https://www.engineering.pitt.edu/departments/industrial/admissions/graduate-admissions/,https://www.engineering.pitt.edu/departments/industrial/graduate/masters/masters-program/,https://www.engineering.pitt.edu,
George Washington University,MS,Data Science ,文理学院,Columbian College of Arts & Sciences,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science,https://columbian.gwu.edu,
George Washington University,MS,Data Science ,文理学院,Columbian College of Arts & Sciences,https://bulletin.gwu.edu/arts-sciences/data-science/ms/#admissionstext,https://datasci.columbian.gwu.edu/ms-data-science,https://columbian.gwu.edu,
George Washington University,MS,Data Analytics ,工程学院,School of Engineering and Applied Science,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics,https://engineering.gwu.edu,
George Washington University,MS,Data Analytics ,工程学院,School of Engineering & Applied Science,https://bulletin.gwu.edu/engineering-applied-science/engineering-management-systems-engineering/data-analytics-ms/#admissionstext,https://cs.engineering.gwu.edu/master-science-data-analytics,https://engineering.gwu.edu/,
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,https://www1.villanova.edu/university/liberal-arts-sciences/,
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,https://www1.villanova.edu/university/liberal-arts-sciences.html,
Villanova University,MS,MS IN APPLIED STATISTICS AND DATA SCIENCE,文理学院,College of Liberal Arts and Sciences,https://www1.villanova.edu/university/liberal-arts-sciences/graduate-studies/graduate-programs/applied-statistics-and-data-science.html,https://www1.villanova.edu/university/liberal-arts-sciences/programs/mathematics-statistics/graduate-programs/ms-applied-statistics.html,https://www1.villanova.edu/university/liberal-arts-sciences/,
Syracuse University,MS,APPLIED DATA SCIENCE,信息研究学院,Syracuse University School of Information Studies,https://ischool.syr.edu/admissions-aid/how-to-apply/apply-to-graduate-programs/,https://ischool.syr.edu/academics/applied-data-science-masters-degree/,https://ischool.syr.edu,
Syracuse University,MS,APPLIED DATA SCIENCE,信息研究学院,Syracuse University School of Information Studies,https://ischool.syr.edu/admissions-aid/how-to-apply/apply-to-graduate-programs/,https://ischool.syr.edu/academics/applied-data-science-masters-degree/,https://ischool.syr.edu,
Syracuse University,PHD,Information Science and Technology,信息研究学院,Syracuse University School of Information Studies,https://ischool.syr.edu/admissions-aid/how-to-apply/phd-application-checklist/,https://ischool.syr.edu/academics/ph-d-in-information-science-and-technology/,https://ischool.syr.edu,
"Binghamton University, SUNY",MS,Data Analytics (MS),研究生跨学科项目,,https://www.binghamton.edu/academics/programs/data-analytics/admissions.html,https://www.binghamton.edu/academics/programs/data-analytics/,,
"Binghamton University, SUNY",MS,MS in Information Systems: Applied Data Science,工程学院,School of Computing,https://www.binghamton.edu/apps/academics/program/gd/information-systems,https://www.binghamton.edu/computer-science/graduate-programs/msis/msis-datascience.html,https://www.binghamton.edu/computer-science/,
"Indiana University, Bloomington",M.S., Dual M.S. Degree program in Statistical Science and Data Science,文理学院,College of Arts + Sciences,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://college.indiana.edu,
"Indiana University, Bloomington",M.S., Dual M.S. Degree program in Data Science and Applied Statistics,文理学院,College of Arts + Sciences,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://stat.indiana.edu/graduates/degrees/ms-statistical-science-ms-data-science.html,https://college.indiana.edu,
"Indiana University, Bloomington",M.S.,Data Science—Applied Data Science Track,信息学，计算机和工程学院,Luddy School of Informatics,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,https://luddy.indiana.edu,
"Indiana University, Bloomington",M.S.,Data Science—Big Data Systems Track,信息学，计算机和工程学院,Luddy School of Informatics,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,https://luddy.indiana.edu,
"Indiana University, Bloomington",M.S.,Data Science—Computational and Analytical Track,信息学，计算机和工程学院,Luddy School of Informatics,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,https://luddy.indiana.edu,
"Indiana University, Bloomington",M.S.,Data Science—Managerial Data Science Track,信息学，计算机和工程学院,Luddy School of Informatics,https://luddy.indiana.edu/admissions/apply/graduate.html,https://datascience.indiana.edu/programs/residential/index.html,https://luddy.indiana.edu,
"University of California, Riverside",MS,MS in Computational Data Science,工程学院,Bourns College of Engineering,https://datascience.ucr.edu/ms-computational-data-science-application-requirements,https://datascience.ucr.edu/graduate/computational-data-science,https://www.engr.ucr.edu,
Colorado School of Mines,MS, Applied Mathematics and Statistics—DATA SCIENCE（非论文）,应用数学和统计学系,Department of Applied Mathematics and Statistics,https://gradprograms.mines.edu/applied-mathematics-and-statistics/,https://ams.mines.edu/graduate-program/,https://ams.mines.edu/,
Colorado School of Mines,MS,DATA SCIENCE（非论文）,研究生跨学科项目,Colorado School of Mines,https://gradprograms.mines.edu/masters-in-data-science/,https://datascience.mines.edu/programs/,https://www.mines.edu,
"University at Buffalo, SUNY",MS,Industrial Engineering (Data Analytics Engineering)  ,工程与应用科学学院,School of Engineering and Applied Sciences,https://engineering.buffalo.edu/industrial-systems/masters-programs/admissions.html,https://engineering.buffalo.edu/industrial-systems/masters-programs/ms-industrial-engineering/ms-data-analytics.html,https://engineering.buffalo.edu,
"University at Buffalo, SUNY",MS,Industrial Engineering (Data Analytics Engineering)  ,工程与应用科学学院,School of Engineering and Applied Sciences,https://engineering.buffalo.edu/industrial-systems/masters-programs/admissions.html,https://engineering.buffalo.edu/industrial-systems/masters-programs/ms-industrial-engineering/ms-data-analytics.html,https://engineering.buffalo.edu,
"University at Buffalo, SUNY",MPS,Data Sciences and Applications MPS,工程与应用科学学院,Institute for Artificial Intelligence and Data Science,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science,
"University at Buffalo, SUNY",MPS,Data Sciences and Applications MPS,工程与应用科学学院,Institute for Artificial Intelligence and Data Science,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science/academics/grad/dsa-mps.html,https://www.buffalo.edu/ai-data-science/,
"University at Buffalo, SUNY",MS,Engineering Science (Data Science) MS,工程与应用科学学院,School of Engineering and Applied Sciences,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://engineering.buffalo.edu,
"University at Buffalo, SUNY",MS,Engineering Science (Data Science) MS,工程与应用科学学院,Institute for Artificial Intelligence and Data Science,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/,
"University at Buffalo, SUNY",PhD,Computational and Data Enabled Sciences PhD,工程与应用科学学院,Institute for Artificial Intelligence and Data Science,https://www.buffalo.edu/ai-data-science/academics/grad/cdse-phd.html,https://www.buffalo.edu/ai-data-science/academics/grad/cdse-phd.html,https://www.buffalo.edu/ai-data-science/,
Stevens Institute of Technology,PHD,Ph.D. in Data Science,商学院,School of Business,https://www.stevens.edu/school-business/phd-programs/data-science-phd-program,https://www.stevens.edu/school-business/phd-programs/data-science-phd-program,https://www.stevens.edu/school-business,
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,School of Business,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu,
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,School of Business,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/school-of-business,
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,Charles V. Schaefer,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/schaefer-school-engineering-science,
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,Charles V. Schaefer,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/schaefer-engineering,
University of Delaware,MS,Data Science,文理学院,College of Arts and Sciences,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/data-scientist/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,https://www.cas.udel.edu/,
University of Delaware,MS,INTERDISCIPLINARY EVALUATION SCIENCE,跨学科项目,Graduate College,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/interdisciplinary-evaluation-science/,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/interdisciplinary/interdisciplinary-evaluation-science/,https://www.udel.edu/academics/colleges/grad/,
Worcester Polytechnic Institute,MS,DATA SCIENCE,文理学院,,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6421,https://www.wpi.edu/academics/study/data-science-ms,,
Worcester Polytechnic Institute,MS,DATA SCIENCE,文理学院,,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6421,https://www.wpi.edu/academics/study/data-science-ms,,
Worcester Polytechnic Institute,Ph.D,DATA SCIENCE,文理学院,Data Science Program,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6426,https://www.wpi.edu/academics/study/data-science-phd,https://www.wpi.edu/academics/study/data-science,
Worcester Polytechnic Institute,Ph.D,DATA SCIENCE,文理学院,Data Science Program,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6426,https://www.wpi.edu/academics/study/data-science-phd,https://www.wpi.edu/academics/departments/data-science,
Clemson University,MS,Master of Applied Computing,工程，计算机和应用科学学院,School of Computing,https://www.clemson.edu/degrees/applied-computing/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/mac.html,https://www.clemson.edu/cecas/departments/computing/,
Clemson University,MS,Master of Applied Computing,工程，计算机和应用科学学院,School of Computing,https://www.clemson.edu/degrees/applied-computing/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/mac.html,https://www.clemson.edu/cecas/departments/computing/,
Clemson University,MS,Computer Science,工程，计算机和应用科学学院,School of Computing,https://www.clemson.edu/degrees/computer-science/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/index.html,https://www.clemson.edu/cecas/departments/computing/,
Clemson University,MS,Computer Science,工程，计算机和应用科学学院,School of Computing,https://www.clemson.edu/degrees/computer-science/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/index.html,https://www.clemson.edu/cecas/departments/computing/,
Clemson University,MS,Data Science and Analytics,理学院,Graduate School,https://www.clemson.edu/degrees/data-science-analytics/grad,https://www.clemson.edu/graduate/academics/ms-dsa/index.html,https://www.clemson.edu/graduate/,
Marquette University,MS,COMPUTER AND INFORMATION SCIENCE：AI and Analytics ,文理学院,Klingler College of Arts and Sciences,https://www.marquette.edu/grad/programs-computing.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,https://www.marquette.edu/arts-sciences/,
Marquette University,MS,COMPUTER AND INFORMATION SCIENCE：AI and Analytics ,文理学院,Helen Way Klingler College of Arts and Sciences,https://www.marquette.edu/grad/programs-computing.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,https://www.marquette.edu/arts-sciences/,
Marquette University,MS, Master of Science in Data Science,文理学院,Helen Way Klingler College of Arts and Sciences,https://www.marquette.edu/grad/programs-data-science-masters-degree.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,https://www.marquette.edu/arts-sciences/,
Marquette University,MS, Master of Science in Data Science,文理学院,Klingler College of Arts and Sciences,https://www.marquette.edu/grad/programs-data-science-masters-degree.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,https://www.marquette.edu/arts-sciences/,
Marquette University,MS,APPLIED PSYCHOLOGY DATA ANALYTICS,文理学院,Klingler College of Arts and Sciences,https://www.marquette.edu/grad/programs-graduate-applied-psychology-data-analytics.php,https://www.marquette.edu/psychology/graduate-program-overview.php,https://www.marquette.edu/arts-sciences/,
New Jersey Institute of Technology,M.S.,Masters of Science in Data Science - Statistics Track,科学与人文学院,Ying Wu College of Computing,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://math.njit.edu/ms-data-science-statistics-track,https://computing.njit.edu,
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Newark）,计算机学院,Department of Data Science,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/ms-data-science,https://ds.njit.edu,
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Jersey City）,计算机学院,Ying Wu College of Computing,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://jerseycity.njit.edu/ms-data-science,https://computing.njit.edu,
New Jersey Institute of Technology,PhD,Data Science - M.S.,计算机学院,Ying Wu College of Computing,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/phd-data-science,https://computing.njit.edu,
New Jersey Institute of Technology,PhD,Business Data Science - Ph.D.,管理学院,Martin Tuchman School of Management,https://management.njit.edu/admission-requirements,https://management.njit.edu/phd-program,https://management.njit.edu,
Fordham University,M.A.,Master of Science in Data Science and Quantitative Economics,文理研究生院,Graduate School of Arts and Sciences,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/,https://www.fordham.edu/gsas,
Fordham University,MS,Master of Science in Data Science,文理研究生院,Graduate School of Arts and Sciences,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,https://www.fordham.edu/gsas,
Fordham University,MS,Master of Science in Data Science,文理研究生院,Graduate School of Arts and Sciences,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,https://www.fordham.edu/gsas,
Fordham University,MS,Master of Science in Data Science,文理研究生院,Graduate School of Arts and Sciences,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,https://www.fordham.edu/gsas,
University of South Florida,PhD,Big Data Analytics,商学院,Muma College of Business,https://www.usf.edu/business/graduate/phd-data-analytics/application-process.aspx,https://www.usf.edu/business/graduate/phd-data-analytics/index.aspx,https://www.usf.edu/business/,
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,College of Engineering,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/,
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,College of Engineering,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/,
Southern Methodist University,PHD,Ph.D. in Data Science,人文与科学学院,Dedman College of Humanities and Sciences,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,https://www.smu.edu/dedman,
Southern Methodist University,MS,Data Science & Applied Statistics MS,人文与科学学院,Dedman College of Humanities and Sciences,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,https://www.smu.edu/dedman,
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,https://www.smu.edu/lyle,
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,https://www.smu.edu/lyle,
Southern Methodist University,MS,M.S. Data Engineering,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,https://www.smu.edu/lyle,
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,https://www.smu.edu/lyle,
Southern Methodist University,MS,M.S. Data Engineering,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,https://www.smu.edu/lyle,
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,https://www.smu.edu/lyle,
Temple University,MS,Statistics and Data Science,商学院,Fox School of Business,https://www.temple.edu/academics/schools-and-colleges/fox-school-of-business-and-management/fox-grad-specialized-master-s-admissions?p=18571,https://www.temple.edu/academics/degree-programs/statistics-and-data-science-ms-bu-sdsc-ms,https://www.fox.temple.edu,
Temple University,MS,Computational Data Science MS,科学技术学院,College of Science and Technology,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms/cst-grad-computational-data-science-admissions,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms,https://cst.temple.edu,
University of Iowa,Ph.D,Statistics—data science,文理学院,College of Liberal Arts and Sciences,https://grad.admissions.uiowa.edu/academics/statistics-ms-or-phd,https://stat.uiowa.edu/graduate/phd-statistics,https://clas.uiowa.edu/,
University of Iowa,MS,data science,文理学院,College of Liberal Arts and Sciences,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,https://clas.uiowa.edu/,
University of Iowa,MS,data science,文理学院,College of Liberal Arts and Sciences,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,https://clas.uiowa.edu,
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,Samuel Ginn College of Engineering,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,https://eng.auburn.edu,
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,Samuel Ginn College of Engineering,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,https://eng.auburn.edu,
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,https://www.auburn.edu/cosam/,
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,https://www.auburn.edu/cosam/,
Baylor University,Ph.D.,Statistical Science  Concentration in Data Science,文理学院,College of Arts & Sciences,https://statistics.artsandsciences.baylor.edu/graduate/how-apply,https://statistics.artsandsciences.baylor.edu/graduate/doctor-philosophy-phd,https://www.baylor.edu/artsandsciences/,
Drexel University,MS,MS in Data Science,计算与信息学院,College of Computing & Informatics,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,https://drexel.edu/cci/,
Drexel University,MS,MS in Data Science,计算与信息学院,College of Computing & Informatics,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,https://drexel.edu/cci/,
Drexel University,PhD,PhD in Information Science,计算与信息学院,College of Computing & Informatics,https://drexel.edu/academics/grad-professional-programs/cci/information-science,https://drexel.edu/cci/academics/doctoral-programs/phd-information-science/,https://drexel.edu/cci/,
University of Oregon,MS,Data Science,Phil and Penny Knight Campus for Accelerating Scientific Impact,School of Computer and Data Sciences,https://internship.uoregon.edu/apply,https://internship.uoregon.edu/,https://uoregon.edu/academics/colleges-schools/computer-data-sciences,
"Rutgers University, Camden",M.S.,COMPUTER SCIENCE M.S.,文理研究生院,Graduate School of Arts and Sciences,https://graduateschool.camden.rutgers.edu/computer-science-m-s/,https://cs.camden.rutgers.edu/graduate/,https://graduateschool.camden.rutgers.edu,
"Rutgers University, Camden",M.S.,DATA SCIENCE M.S.,文理研究生院,Graduate School of Arts and Sciences,https://graduateschool.camden.rutgers.edu/data-science-m-s/,https://datascience.camden.rutgers.edu/,https://graduateschool.camden.rutgers.edu,
Rochester Institute of Technology,MS,Data Science MS  ,罗切斯特理工学院,Golisano College of Computing and Information Sciences,https://www.rit.edu/study/data-science-ms,https://www.rit.edu/study/data-science-ms,https://www.rit.edu/computing/,
Illinois Institute of Technology,M.S.,Economics and Data Analytics (M.S.),商学院,Stuart School of Business,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/economics-and-data-analytics-ms,https://www.stuart.iit.edu,
Illinois Institute of Technology,M.A.S,Data Science Master’s—Master of Applied Science (M.A.S.),计算机学院,College of Computing,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/data-science-mas,https://www.iit.edu/colleges-institutes/college-of-computing,
"University of Colorado, Boulder",MS,Professional Master's in Data Science,工程与应用科学学院,College of Engineering & Applied Science,https://www.colorado.edu/program/data-science/campus/admissions,https://www.colorado.edu/program/data-science/,https://www.colorado.edu/engineering/,
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,https://www.colorado.edu/artsandsciences,
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,https://www.colorado.edu/artsandsciences,
American University,MS,Quantitative Analysis MS,文理学院,College of Arts & Sciences,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,https://www.american.edu/cas/,
American University,MS,Quantitative Analysis MS,文理学院,College of Arts & Sciences,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,https://www.american.edu/cas/,
American University,MS,Data Science MS,文理学院,School of Public Affairs,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm,https://www.american.edu/spa/,
American University,MS,Data Science MS,文理学院,College of Arts & Sciences,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm,https://www.american.edu/cas/,
American University,MS,MS Analytics,商学院,Kogod School of Business,https://kogod.american.edu/programs-admissions/masters/analytics/admissions,https://kogod.american.edu/programs-admissions/masters/analytics,https://kogod.american.edu,
Yeshiva University,MS,Data Analytics and Visualization (MS),科学与卫生学院,Katz School of Science and Health,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics,https://www.yu.edu/katz,
Yeshiva University,MS,Data Analytics and Visualization (MS),科学与卫生学院,Katz School of Science and Health,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics,https://www.yu.edu/katz,
University of San Francisco,MS,Data Science (formerly Analytics),文理学院,College of Arts and Sciences,https://www.usfca.edu/arts-sciences/graduate-programs/data-science/how-to-apply,https://www.usfca.edu/arts-sciences/graduate-programs/data-science,https://www.usfca.edu/arts-sciences/,
University of Arizona,MS,Statistics and Data Science (MS),研究生院跨学科课程,Graduate Interdisciplinary Programs,https://grad.arizona.edu/catalog/programinfo/STATDSMS,https://gidp.arizona.edu/stat,https://gidp.arizona.edu/,
University of Arizona,PHD,Statistics and Data Science (PHD),研究生院跨学科课程,Graduate College,https://grad.arizona.edu/catalog/programinfo/STATDSPHD,https://gidp.arizona.edu/stat,https://grad.arizona.edu,
