大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,所属院系（英文）
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Newark）,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/ms-data-science,
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Jersey City）,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://jerseycity.njit.edu/ms-data-science,
New Jersey Institute of Technology,PhD,Data Science - M.S.,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/phd-data-science,
New Jersey Institute of Technology,PhD,Business Data Science - Ph.D.,管理学院,https://management.njit.edu/admission-requirements,https://management.njit.edu/phd-program,
Fordham University,M.A.,Master of Science in Data Science and Quantitative Economics,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/,
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,
University of South Florida,PhD,Big Data Analytics,商学院,https://www.usf.edu/business/graduate/phd-data-analytics/application-process.aspx,https://www.usf.edu/business/graduate/phd-data-analytics/index.aspx,
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,
Southern Methodist University,PHD,Ph.D. in Data Science,人文与科学学院,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,
Southern Methodist University,MS,Data Science & Applied Statistics MS,人文与科学学院,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,
Southern Methodist University,MS,M.S. Data Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,
Southern Methodist University,MS,M.S. Data Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,
Temple University,MS,Statistics and Data Science,商学院,https://www.temple.edu/academics/schools-and-colleges/fox-school-of-business-and-management/fox-grad-specialized-master-s-admissions?p=18571,https://www.temple.edu/academics/degree-programs/statistics-and-data-science-ms-bu-sdsc-ms,
Temple University,MS,Computational Data Science MS,科学技术学院,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms/cst-grad-computational-data-science-admissions,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms,
University of Iowa,Ph.D,Statistics—data science,文理学院,https://grad.admissions.uiowa.edu/academics/statistics-ms-or-phd,https://stat.uiowa.edu/graduate/phd-statistics,
University of Iowa,MS,data science,文理学院,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,
University of Iowa,MS,data science,文理学院,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,
Baylor University,Ph.D.,Statistical Science  Concentration in Data Science,文理学院,https://statistics.artsandsciences.baylor.edu/graduate/how-apply,https://statistics.artsandsciences.baylor.edu/graduate/doctor-philosophy-phd,
Drexel University,MS,MS in Data Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,
Drexel University,MS,MS in Data Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,
Drexel University,PhD,PhD in Information Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/information-science,https://drexel.edu/cci/academics/doctoral-programs/phd-information-science/,
University of Oregon,MS,Data Science,Phil and Penny Knight Campus for Accelerating Scientific Impact,https://internship.uoregon.edu/apply,https://internship.uoregon.edu/,
"Rutgers University, Camden",M.S.,COMPUTER SCIENCE M.S.,文理研究生院,https://graduateschool.camden.rutgers.edu/computer-science-m-s/,https://cs.camden.rutgers.edu/graduate/,
"Rutgers University, Camden",M.S.,DATA SCIENCE M.S.,文理研究生院,https://graduateschool.camden.rutgers.edu/data-science-m-s/,https://datascience.camden.rutgers.edu/,
Rochester Institute of Technology,MS,Data Science MS  ,罗切斯特理工学院,https://www.rit.edu/study/data-science-ms,https://www.rit.edu/study/data-science-ms,
Illinois Institute of Technology,M.S.,Economics and Data Analytics (M.S.),商学院,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/economics-and-data-analytics-ms,
Illinois Institute of Technology,M.A.S,Data Science Master’s—Master of Applied Science (M.A.S.),计算机学院,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/data-science-mas,
"University of Colorado, Boulder",MS,Professional Master's in Data Science,工程与应用科学学院,https://www.colorado.edu/program/data-science/campus/admissions,https://www.colorado.edu/program/data-science/,
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,
American University,MS,Quantitative Analysis MS,文理学院,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,
American University,MS,Quantitative Analysis MS,文理学院,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,
American University,MS,Data Science MS,文理学院,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm,
American University,MS,Data Science MS,文理学院,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm,
American University,MS,MS Analytics,商学院,https://kogod.american.edu/programs-admissions/masters/analytics/admissions,https://kogod.american.edu/programs-admissions/masters/analytics,
Yeshiva University,MS,Data Analytics and Visualization (MS),科学与卫生学院,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics,
Yeshiva University,MS,Data Analytics and Visualization (MS),科学与卫生学院,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics,
University of San Francisco,MS,Data Science (formerly Analytics),文理学院,https://www.usfca.edu/arts-sciences/graduate-programs/data-science/how-to-apply,https://www.usfca.edu/arts-sciences/graduate-programs/data-science,
University of Arizona,MS,Statistics and Data Science (MS),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSMS,https://gidp.arizona.edu/stat,
University of Arizona,PHD,Statistics and Data Science (PHD),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHD,https://gidp.arizona.edu/stat,
University of Arizona,PHD,Statistics and Data Science (PHD) - Statistical Informatics,研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHDSDSI,https://gidp.arizona.edu/stat,
University of Arizona,MS,Statistics and Data Science (MS),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSMS,https://gidp.arizona.edu/stat,
University of Arizona,PHD,Statistics and Data Science (PHD),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHD,https://gidp.arizona.edu/stat,
University of Arizona,PHD,Statistics and Data Science (PHD) - Statistical Informatics,研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHDSDSI,https://gidp.arizona.edu/stat,
University of Utah,MS,Computing—Data Management and Analysis,工程学院,https://www.cs.utah.edu/graduate/admissions/,https://www.cs.utah.edu/graduate/graduate-tracks/,
University of Utah,Ph.D.,Computing—Data Management and Analysis,工程学院,https://www.cs.utah.edu/graduate/admissions/,https://www.cs.utah.edu/graduate/graduate-tracks/,
University of Utah,M.S.T.,Master of Science and Technology：COMPUTATIONAL AND DATA SCIENCE,跨学科项目,https://pmst.utah.edu/admissions/,https://pmst.utah.edu/,
University of Utah,M.S.T.,Master of Science and Technology：COMPUTATIONAL AND DATA SCIENCE,跨学科项目,https://pmst.utah.edu/admissions/,https://pmst.utah.edu/,
University of Denver,MS,DATA SCIENCE,工程与计算机科学学院,https://www.du.edu/academics/admission-steps/data-science-ms-2022-2023,https://ritchieschool.du.edu/academics-education/gr-programs/ms-data-science,
University of Vermont,MS,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,
University of Vermont,PHD,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,
University of Vermont,MS,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,
University of Vermont,PHD,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,
Loyola University Chicago,MSBDA,MS in Business Data Analytics,商学院,https://www.luc.edu/quinlan/masters/business-data-analytics/admission/,https://www.luc.edu/quinlan/masters/business-data-analytics/,
Clark University,MS,Data Analytics*,专业学院,https://www.clarku.edu/graduate-education/admissions/how-to-apply-graduate-admissions-requirements/,https://www.clarku.edu/academics/graduate/programs/masters/masters-in-data-analytics/,
Clark University,MS,Data Analytics*,专业学院,https://www.clarku.edu/graduate-education/admissions/how-to-apply-graduate-admissions-requirements/,https://www.clarku.edu/academics/graduate/programs/masters/masters-in-data-analytics/,
